11.0,12.0,13.0,14.0,15.0,13.0,12.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,16.0,16.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,16.0,0.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,0.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,11.0,0.0,0.0,15.0,0.0,13.0,16.0,0.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0
11.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,13.0,16.0,0.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
11.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,13.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,6.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
11.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,13.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,3.0,16.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,6.0,3.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,13.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,6.0,3.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,16.0,12.0,0.0,6.0,3.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,16.0,12.0,0.0,6.0,3.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,11.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,16.0,12.0,0.0,6.0,3.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,11.0,15.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,16.0,12.0,0.0,6.0,0.0,16.0,6.0,16.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,15.0,16.0,16.0,0.0,16.0,0.0,11.0,0.0,16.0,12.0,0.0,6.0,0.0,16.0,6.0,16.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,15.0,16.0,16.0,0.0,0.0,3.0,11.0,0.0,16.0,12.0,0.0,16.0,0.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,15.0,16.0,16.0,0.0,0.0,3.0,0.0,0.0,16.0,12.0,0.0,1.0,0.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,16.0,16.0,0.0,13.0,3.0,0.0,0.0,16.0,12.0,0.0,1.0,0.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,15.0,16.0,16.0,0.0,0.0,3.0,0.0,0.0,16.0,12.0,0.0,0.0,1.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,16.0,16.0,1.0,0.0,3.0,0.0,0.0,16.0,12.0,0.0,0.0,1.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,13.0,0.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,16.0,1.0,0.0,3.0,0.0,0.0,16.0,12.0,0.0,1.0,0.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,13.0,0.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,16.0,1.0,0.0,3.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,13.0,0.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,16.0,1.0,0.0,3.0,0.0,0.0,16.0,12.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
11.0,12.0,13.0,14.0,15.0,13.0,12.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0
11.0,12.0,13.0,14.0,15.0,13.0,12.0,11.0,16.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0
11.0,0.0,13.0,14.0,15.0,13.0,12.0,11.0,16.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,3.0,0.0,1.0
11.0,0.0,13.0,14.0,15.0,0.0,12.0,11.0,16.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,1.0
11.0,0.0,13.0,14.0,15.0,0.0,12.0,11.0,16.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,1.0
11.0,0.0,13.0,14.0,15.0,0.0,12.0,11.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,13.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,15.0,0.0,12.0,11.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,16.0,13.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,15.0,0.0,12.0,11.0,13.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,15.0,0.0,12.0,11.0,13.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,15.0,0.0,0.0,11.0,13.0,16.0,16.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,15.0,0.0,0.0,11.0,13.0,16.0,16.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,16.0,16.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,12.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,12.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,12.0,0.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,3.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,14.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,12.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0
11.0,0.0,13.0,0.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
11.0,0.0,13.0,0.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,3.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,13.0,0.0,0.0,6.0,4.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,3.0,0.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,13.0,0.0,0.0,6.0,4.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,16.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,3.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,13.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
11.0,12.0,13.0,14.0,15.0,13.0,12.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0
11.0,12.0,13.0,14.0,15.0,13.0,12.0,11.0,16.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0
11.0,0.0,13.0,14.0,15.0,13.0,12.0,11.0,16.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,3.0,0.0,1.0
11.0,0.0,13.0,14.0,15.0,13.0,12.0,11.0,0.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,1.0
11.0,0.0,13.0,14.0,15.0,13.0,0.0,11.0,0.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,16.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,1.0
11.0,0.0,13.0,14.0,15.0,13.0,0.0,11.0,0.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0
